topic_0,topic_1,topic_2,topic_3,label
0.0,0.8630824089050293,0.0,0.13675688207149506,1
0.0,0.9999006390571594,0.0,0.13675688207149506,1
0.0,0.9716390371322632,0.028273601084947586,0.13675688207149506,1
0.0,0.19344578683376312,0.028273601084947586,0.806340754032135,1
0.0,0.9998887181282043,0.028273601084947586,0.806340754032135,1
0.0,0.3559121787548065,0.028273601084947586,0.6386524438858032,0
0.567534863948822,0.3559121787548065,0.14263978600502014,0.2897891402244568,0
0.970598578453064,0.029262090101838112,0.14263978600502014,0.2897891402244568,0
0.970598578453064,0.2994930148124695,0.6464288830757141,0.05399239808320999,0
0.06382861733436584,0.2994930148124695,0.9360227584838867,0.05399239808320999,1
0.9300411343574524,0.06982384622097015,0.9360227584838867,0.05399239808320999,1
0.9300411343574524,0.06982384622097015,0.9360227584838867,0.9997983574867249,0
0.9300411343574524,0.06982384622097015,0.9360227584838867,0.9998138546943665,0
0.9300411343574524,0.05522666871547699,0.944614052772522,0.9998138546943665,0
0.9300411343574524,0.05522666871547699,0.9998443126678467,0.9998138546943665,1
0.9300411343574524,0.9997124075889587,0.9998443126678467,0.9998138546943665,1
0.9300411343574524,0.999813437461853,0.9998443126678467,0.9998138546943665,1
0.06208057329058647,0.999813437461853,0.9377395510673523,0.9998138546943665,1
0.2251487821340561,0.07241600006818771,0.05898195505142212,0.6434532403945923,0
0.2251487821340561,0.9998854398727417,0.05898195505142212,0.6434532403945923,1
0.5420763492584229,0.9998854398727417,0.45777374505996704,0.6434532403945923,1
0.9998212456703186,0.9998854398727417,0.45777374505996704,0.6434532403945923,1
0.4465233385562897,0.012849892489612103,0.45777374505996704,0.540569007396698,0
0.05861477181315422,0.8639174699783325,0.02920524775981903,0.04826248437166214,1
0.05861477181315422,0.8639174699783325,0.02920524775981903,0.9998698830604553,0
0.05861477181315422,0.9998257756233215,0.02920524775981903,0.9998698830604553,1
0.2584861218929291,0.9998257756233215,0.7413827180862427,0.9998698830604553,0
0.12500575184822083,0.9998257756233215,0.8748061060905457,0.9998698830604553,1
0.2101377546787262,0.2956981956958771,0.466537207365036,0.02762686461210251,0
0.2101377546787262,0.9997857213020325,0.466537207365036,0.02762686461210251,1
0.8260127902030945,0.9997857213020325,0.466537207365036,0.16679412126541138,1
0.8260127902030945,0.9998197555541992,0.466537207365036,0.16679412126541138,0
0.8260127902030945,0.9998197555541992,0.9998162388801575,0.16679412126541138,1
0.6624194383621216,0.016031131148338318,0.9998162388801575,0.32147330045700073,1
0.6624194383621216,0.016031131148338318,0.9998375773429871,0.32147330045700073,1
0.6624194383621216,0.36223304271698,0.6376910209655762,0.32147330045700073,1
0.9910297393798828,0.36223304271698,0.6376910209655762,0.32147330045700073,0
0.04974687844514847,0.9246944785118103,0.6376910209655762,0.025501765310764313,1
0.04974687844514847,0.05832536891102791,0.9414905905723572,0.025501765310764313,1
0.7521583437919617,0.24774621427059174,0.9414905905723572,0.025501765310764313,0
0.7521583437919617,0.24774621427059174,0.9998320937156677,0.025501765310764313,1
0.7521583437919617,0.24774621427059174,0.9998309016227722,0.025501765310764313,1
0.7521583437919617,0.7936597466468811,0.9998309016227722,0.2062024176120758,0
0.7521583437919617,0.7936597466468811,0.9998226165771484,0.2062024176120758,1
0.7521583437919617,0.7936597466468811,0.9996984601020813,0.2062024176120758,1
0.7521583437919617,0.4128589928150177,0.515402615070343,0.06669089198112488,1
0.7521583437919617,0.4128589928150177,0.9998443126678467,0.06669089198112488,1
0.959518313407898,0.04036077484488487,0.9998443126678467,0.06669089198112488,1
0.06709705293178558,0.8748728632926941,0.9998443126678467,0.057950589805841446,1
0.6275133490562439,0.2882862389087677,0.9998443126678467,0.08410429209470749,1
0.6275133490562439,0.2882862389087677,0.9996574521064758,0.08410429209470749,1
0.6275133490562439,0.2882862389087677,0.999707818031311,0.08410429209470749,1
0.6275133490562439,0.2882862389087677,0.09050010144710541,0.9093934893608093,1
0.4426657259464264,0.2882862389087677,0.13757739961147308,0.41969120502471924,1
0.4426657259464264,0.021596595644950867,0.13757739961147308,0.9782564640045166,0
0.4426657259464264,0.9083879590034485,0.13757739961147308,0.09141495078802109,1
0.8163975477218628,0.9083879590034485,0.13757739961147308,0.18345953524112701,1
0.8163975477218628,0.9083879590034485,0.9998149275779724,0.18345953524112701,1
0.8615273833274841,0.03184008225798607,0.9998149275779724,0.1065874844789505,1
0.6990261077880859,0.06358049064874649,0.2160518914461136,0.02134155109524727,1
0.6990261077880859,0.06358049064874649,0.9329643845558167,0.06522209197282791,1
0.6990261077880859,0.06358049064874649,0.9998160600662231,0.06522209197282791,0
0.9998475909233093,0.06358049064874649,0.9998160600662231,0.06522209197282791,1
0.05381112918257713,0.9309111833572388,0.9998160600662231,0.015199142508208752,1
0.05381112918257713,0.999758243560791,0.9998160600662231,0.015199142508208752,1
0.03370283544063568,0.999758243560791,0.9998160600662231,0.9620782136917114,0
0.12803947925567627,0.8714039325714111,0.9998160600662231,0.9620782136917114,1
0.051872096955776215,0.9479063153266907,0.9998160600662231,0.9620782136917114,0
0.9998565316200256,0.9479063153266907,0.9998160600662231,0.9620782136917114,1
0.20101389288902283,0.016635823994874954,0.7823068499565125,0.9620782136917114,1
0.20101389288902283,0.016635823994874954,0.0821816548705101,0.9176119565963745,1
0.20101389288902283,0.016635823994874954,0.999778687953949,0.9176119565963745,1
0.16837866604328156,0.6913287043571472,0.1402154117822647,0.9176119565963745,1
0.46521422266960144,0.5346896648406982,0.1402154117822647,0.9176119565963745,0
0.7327297329902649,0.5346896648406982,0.2475917637348175,0.01959712617099285,1
0.7327297329902649,0.01070115715265274,0.2475917637348175,0.9891834855079651,0
0.13289840519428253,0.8669646382331848,0.2475917637348175,0.9891834855079651,1
0.13289840519428253,0.8669646382331848,0.2475917637348175,0.9998087882995605,1
0.9970672726631165,0.8669646382331848,0.2475917637348175,0.9998087882995605,1
0.9572169184684753,0.0426594614982605,0.2475917637348175,0.9998087882995605,1
0.6136484742164612,0.0426594614982605,0.2475917637348175,0.38492289185523987,1
0.175182044506073,0.758922278881073,0.06467776000499725,0.38492289185523987,0
0.175182044506073,0.758922278881073,0.06467776000499725,0.9997529983520508,0
0.175182044506073,0.758922278881073,0.3863869309425354,0.6132725477218628,1
0.9761984944343567,0.758922278881073,0.023698164150118828,0.6132725477218628,1
0.9997539520263672,0.758922278881073,0.023698164150118828,0.6132725477218628,1
